A,B,C
0.0026,0.003,0.0031
0.0068,0.0066,0.0069
0.0057,0.0067,0.0066
0.0051,0.0055,0.006
0.0064,0.0083,0.0081
0.0072,0.0072,0.0079
0.0045,0.0061,0.0059
0.0042,0.006,0.0055
0.0058,0.0078,0.0076
0.0081,0.0073,0.008
0.0058,0.0047,0.0056
0.0051,0.0045,0.0052
0.0051,0.0051,0.0057
0.0077,0.0067,0.0078
0.0083,0.0039,0.0078
0.0074,0.0055,0.0076
0.0035,0.0034,0.0037
0.0041,0.0032,0.0043
0.0037,0.0034,0.0037
0.0061,0.0063,0.0062
0.0018,0.0019,0.0019
0.0037,0.0036,0.0039
0.0064,0.0046,0.0066
0.0067,0.0062,0.0072
0.0052,0.0038,0.0048
0.0037,0.0035,0.0038
0.0055,0.007,0.0067
0.0059,0.006,0.006
0.0068,0.0068,0.0068
0.0041,0.0037,0.0039
0.0061,0.008,0.0073
0.0077,0.0072,0.0078
0.0089,0.0092,0.0095
0.0062,0.0077,0.0072
0.0114,0.0119,0.0122
0.0089,0.0093,0.0093
0.0118,0.0094,0.0114
0.0058,0.006,0.0063
0.0093,0.0072,0.0089
0.0051,0.0054,0.0057
0.0046,0.0062,0.006
0.0068,0.0069,0.0073
0.0043,0.0053,0.0051
0.0069,0.0079,0.0077
0.0085,0.0102,0.0101
0.0046,0.005,0.0051
0.0044,0.0051,0.0049
0.0054,0.0071,0.0066
0.0043,0.004,0.0042
0.0031,0.0043,0.0038
0.0047,0.005,0.0052
0.0053,0.0052,0.0054
0.0052,0.0054,0.0056
0.0047,0.0045,0.0048
0.0031,0.003,0.0032
0.0055,0.0056,0.0056
0.0062,0.0068,0.0068
0.0026,0.0026,0.0029
0.0046,0.0034,0.0042
0.0035,0.0029,0.0034
0.0081,0.0092,0.0088
0.0047,0.0039,0.0045
0.0021,0.0023,0.0023
0.0025,0.0027,0.0027
0.0027,0.0025,0.0028
0.0026,0.0026,0.0027
0.0057,0.0054,0.0056
0.0064,0.0066,0.0067
0.0092,0.0092,0.0096
0.0058,0.0068,0.0064
0.0053,0.0046,0.0053
0.0085,0.0089,0.0093
0.0035,0.004,0.0038
0.0054,0.005,0.0055
0.0083,0.0061,0.0079
0.0045,0.0051,0.0054
0.0051,0.0054,0.0056
0.0061,0.0054,0.0061
0.0068,0.0061,0.0069
0.0077,0.0064,0.0074
0.0056,0.0064,0.0064
0.009,0.0082,0.0091
0.008,0.007,0.0081
0.004,0.0044,0.0044
0.009,0.0077,0.0087
0.0051,0.0059,0.0058
0.0046,0.0038,0.0045
0.0088,0.0092,0.0117
0.0024,0.0027,0.0051
0.0061,0.0036,0.0058
0.0086,0.0099,0.0099
0.0164,0.0175,0.0176
0.0119,0.012,0.0119
0.0061,0.0058,0.0061
0.0052,0.0045,0.0051
0.0036,0.0035,0.0037
0.0043,0.0055,0.0052
0.0057,0.005,0.0055
0.0039,0.0042,0.0042
0.0054,0.0058,0.0058
0.0044,0.0046,0.0048
0.0048,0.0064,0.0063
0.0043,0.0063,0.0058
0.0039,0.0055,0.0051
0.0063,0.0091,0.0097
0.0037,0.0052,0.0052
0.0043,0.0054,0.0051
0.0058,0.0075,0.0069
0.0045,0.0054,0.0052
0.0056,0.0062,0.006
0.0046,0.0048,0.0048
0.0039,0.0039,0.005
0.0092,0.0096,0.0103
0.0088,0.0078,0.0095
0.0078,0.008,0.0088
0.0067,0.006,0.007
0.0115,0.0125,0.0125
0.0108,0.0114,0.0112
0.0036,0.0039,0.004
0.0057,0.0061,0.0062
0.0065,0.0067,0.007
0.0083,0.0082,0.0087
0.0072,0.0062,0.007
0.0068,0.0071,0.0072
0.0036,0.0038,0.0038
0.0043,0.0041,0.0045
0.0053,0.0063,0.0062
0.0049,0.0051,0.0052
0.0053,0.0048,0.0055
0.0068,0.0054,0.0067
0.0037,0.0027,0.0035
0.006,0.0053,0.0061
0.0074,0.008,0.0078
0.0038,0.0048,0.0044
0.0034,0.0041,0.0039
0.0043,0.0058,0.0052
0.0056,0.0096,0.0082
0.0052,0.0062,0.0061
0.0043,0.0062,0.0058
0.0064,0.0076,0.0074
0.0035,0.0053,0.0046
0.0046,0.0065,0.006
0.0057,0.0071,0.007
0.0027,0.0043,0.0036
0.0057,0.0071,0.0066
0.005,0.0056,0.0054
0.007,0.0081,0.0077
0.006,0.0052,0.0058
0.005,0.0055,0.0056
0.0047,0.0052,0.005
0.0068,0.0051,0.0063
0.0089,0.0104,0.0098
0.0091,0.0097,0.0098
0.006,0.0049,0.006
0.0037,0.0045,0.0045
0.0055,0.0059,0.0061
0.0048,0.0054,0.0054
0.0079,0.0077,0.0081
0.0067,0.0071,0.0073
0.0051,0.0053,0.0056
0.0057,0.0051,0.0074
0.005,0.0041,0.005
0.0065,0.0075,0.008
0.0051,0.0058,0.006
0.0063,0.0052,0.0068
0.0062,0.0056,0.007
0.0039,0.0037,0.004
0.0044,0.0055,0.0054
0.0076,0.0083,0.0083
0.0062,0.0066,0.0066
0.0045,0.0052,0.0049
0.0084,0.0069,0.0077
0.005,0.0039,0.0047
0.0073,0.0075,0.0077
0.0084,0.007,0.0089
0.0109,0.009,0.0104
0.0054,0.0046,0.0056
0.0044,0.0045,0.0049
0.0041,0.0035,0.0042
0.0051,0.0061,0.0058
0.0067,0.0058,0.0065
0.0098,0.0084,0.0096
0.0047,0.0041,0.0047
0.007,0.0059,0.0067
0.0045,0.004,0.0045
0.0055,0.0054,0.0056
0.0052,0.0044,0.0052
0.0051,0.0063,0.006
0.0063,0.0064,0.0065
0.0075,0.0073,0.0078
0.0047,0.0037,0.0045
0.0049,0.0055,0.0056
0.0041,0.0036,0.0042
0.007,0.0055,0.0067
0.0039,0.0042,0.0042
0.0032,0.0035,0.0035
0.0074,0.0089,0.0085
0.0049,0.0051,0.0052
0.0041,0.0043,0.0044
0.0064,0.0067,0.0071
0.0065,0.0066,0.0066
0.0039,0.0049,0.0046
0.0067,0.0075,0.0073
0.01,0.014,0.0123
0.0051,0.0062,0.0058
0.0082,0.0084,0.0085
0.0069,0.0069,0.0071
0.0081,0.007,0.0079
0.0056,0.0068,0.0068
0.0063,0.0073,0.0074
0.0053,0.0051,0.0053
0.0091,0.0078,0.009
0.0047,0.0054,0.0053
0.0057,0.0063,0.0064
0.0051,0.0053,0.0055
0.0087,0.0089,0.009
0.011,0.0102,0.0112
0.0058,0.0058,0.0064
0.0051,0.0063,0.0061
0.0038,0.0047,0.0043
0.0055,0.0062,0.0062
0.0088,0.0094,0.0091
0.0079,0.007,0.0077
0.0105,0.0094,0.0108
0.0092,0.0107,0.0104
0.0062,0.0066,0.0068
0.004,0.0055,0.005
0.0055,0.0058,0.0059
0.0047,0.0051,0.0051
0.0055,0.0058,0.0058
0.0061,0.0058,0.0062
0.0052,0.0056,0.0056
0.0063,0.0064,0.0065
0.0059,0.0072,0.0068
0.0096,0.0103,0.0101
0.0038,0.0035,0.0039
0.0055,0.0066,0.0065
0.0058,0.0065,0.0064
0.0061,0.007,0.0067
0.004,0.0057,0.0052
0.0049,0.0065,0.0059
0.0086,0.008,0.0086
0.0051,0.0053,0.0054
0.0059,0.0054,0.0058
0.007,0.006,0.0067
0.0035,0.0036,0.0037
0.0036,0.0033,0.0036
0.0075,0.0066,0.0072
0.0067,0.0053,0.0061
0.0065,0.0081,0.0077
0.0049,0.0069,0.0062
0.0114,0.0126,0.0136
0.0044,0.0049,0.0051
0.0033,0.0046,0.0042
0.0054,0.0049,0.0052
0.0079,0.0071,0.0079
0.0069,0.0067,0.0069
0.0043,0.0037,0.0041
0.0058,0.0067,0.0066
0.0044,0.0046,0.0046
0.0052,0.0049,0.0051
0.0064,0.0059,0.0062
0.0051,0.0055,0.0054
0.0094,0.009,0.0093
0.0043,0.0057,0.0051
0.0039,0.0034,0.0038
0.0057,0.0049,0.0058
0.0047,0.0052,0.0052
0.0049,0.0056,0.0053
0.0056,0.0063,0.0061
0.0049,0.0039,0.0045
0.007,0.0066,0.0073
0.0043,0.0045,0.0052
0.0052,0.0067,0.0068
0.0052,0.0054,0.0055
0.0048,0.0055,0.0052
0.0041,0.0042,0.0042
0.0174,0.0187,0.0183
0.0083,0.0089,0.009
0.0084,0.0097,0.0093
0.0069,0.0091,0.0084
0.0063,0.0061,0.0069
0.0082,0.0074,0.0087
0.0055,0.0059,0.006
0.0102,0.0124,0.0116
0.0053,0.0059,0.006
0.0044,0.0048,0.0048
0.0032,0.0033,0.0034
0.0048,0.0049,0.0051
0.0029,0.0032,0.0032
0.0036,0.0042,0.004
0.0058,0.0059,0.006
0.0046,0.0048,0.0048
0.0065,0.0064,0.0069
0.0053,0.0054,0.0055
0.0075,0.0087,0.0088
0.0049,0.0053,0.0053
0.0105,0.0099,0.0106
0.0056,0.0052,0.0057
0.0041,0.0051,0.0047
0.006,0.0047,0.0057
0.0053,0.0067,0.0063
0.0073,0.0066,0.0071
0.0074,0.0087,0.0082
0.0039,0.0034,0.0038
0.0042,0.005,0.0048
0.0058,0.0056,0.006
0.0021,0.0024,0.0023
0.0045,0.0051,0.0049
0.0057,0.0051,0.0064
0.0041,0.0045,0.0046
0.0056,0.0063,0.006
0.0045,0.0049,0.005
0.0074,0.0077,0.0082
0.0068,0.0058,0.0069
0.0059,0.005,0.0064
0.0064,0.0053,0.0067
0.0038,0.0051,0.0048
0.0056,0.0061,0.006
0.0074,0.0087,0.0084
0.0036,0.0044,0.0044
0.0033,0.0031,0.0034
0.0078,0.0061,0.0077
0.0056,0.0062,0.0065
0.0072,0.0055,0.007
0.0062,0.0059,0.0067
0.0058,0.0059,0.0063
0.0058,0.0066,0.0064
0.0052,0.0052,0.0053
0.0106,0.0103,0.0107
0.0056,0.0057,0.0061
0.0056,0.007,0.0067
0.0066,0.0057,0.0073
0.0045,0.0036,0.0049
0.0062,0.0055,0.0061
0.0037,0.0037,0.0044
0.0065,0.0042,0.0063
0.0035,0.003,0.0035
0.0048,0.0045,0.0048
0.0064,0.0057,0.0064
0.007,0.0074,0.0074
0.0066,0.0067,0.0067
0.0074,0.0088,0.0089
0.0112,0.0084,0.0111
0.007,0.008,0.0078
0.0074,0.0079,0.0078
0.0065,0.0073,0.007
0.0057,0.0064,0.0062
0.0128,0.0127,0.0129
0.009,0.0084,0.0091
0.0045,0.0074,0.0067
0.0068,0.0087,0.0081
0.0052,0.0068,0.0062
0.0039,0.0057,0.0053
0.0044,0.005,0.005
0.0058,0.0075,0.007
0.0027,0.0037,0.0033
0.0045,0.0051,0.0051
0.0068,0.0072,0.0073
0.0056,0.0058,0.0059
0.0042,0.0053,0.005
0.0049,0.0054,0.0055
0.0065,0.0065,0.007
0.0064,0.0065,0.0068
0.0084,0.0089,0.0093
0.0077,0.0076,0.0078
0.0072,0.0078,0.0076
0.0129,0.0138,0.0134
0.0106,0.0094,0.0101
0.0081,0.0094,0.0089
0.0073,0.0089,0.0082
0.0059,0.0053,0.0057
0.0078,0.0077,0.0079
0.0107,0.0096,0.0104
0.0069,0.0067,0.0069
0.0091,0.0074,0.0086
0.0047,0.0046,0.0047
0.0088,0.0113,0.011
0.0092,0.0102,0.0102
0.0098,0.011,0.0106
0.0166,0.0198,0.0188
0.0126,0.0151,0.0144
0.0143,0.0195,0.0175
0.0092,0.0111,0.0103
0.0048,0.0053,0.0053
0.016,0.0153,0.0155
0.0142,0.0128,0.0135
0.0061,0.0074,0.0073
0.0044,0.0055,0.0051
0.0079,0.0099,0.0093
0.0136,0.0174,0.0172
0.0112,0.0111,0.0137
0.003,0.0029,0.003
0.0034,0.003,0.0033
0.0038,0.0047,0.0043
0.0055,0.0054,0.0058
0.0047,0.0056,0.0053
0.0056,0.005,0.0055
0.0038,0.003,0.0036
0.0052,0.0061,0.0059
0.0082,0.0094,0.0093
0.0036,0.0046,0.0042
0.0047,0.0055,0.0054
0.0063,0.0072,0.0068
0.0034,0.0028,0.0032
0.0031,0.0045,0.0039
0.0056,0.0068,0.0064
0.0036,0.0036,0.0038
0.0045,0.0055,0.0051
0.0045,0.0054,0.0051
0.0068,0.0046,0.0069
0.0073,0.007,0.008
0.006,0.006,0.0071
0.006,0.0068,0.0074
0.0038,0.0046,0.0045
0.0049,0.0054,0.0056
0.0052,0.0049,0.0055
0.0064,0.0068,0.0073
0.0057,0.0062,0.006
0.0041,0.0049,0.0047
0.0047,0.0042,0.0047
0.007,0.0062,0.007
0.007,0.0076,0.0077
0.0048,0.0049,0.005
0.0029,0.003,0.0031
0.0066,0.0063,0.0066
0.0063,0.0063,0.0065
0.0065,0.0055,0.0061
0.0048,0.0048,0.0049
0.0032,0.0037,0.0035
0.0034,0.0042,0.0038
0.0063,0.0061,0.0063
0.0091,0.0084,0.0089
0.0075,0.0067,0.0073
0.0058,0.0059,0.0061
0.0056,0.0052,0.0056
0.0043,0.005,0.0048
0.0037,0.004,0.004
0.0024,0.0027,0.0026
0.0053,0.0047,0.0052
0.0078,0.008,0.008
0.0134,0.0123,0.0132
0.0084,0.0079,0.0083
0.0049,0.0058,0.0054
0.0026,0.0029,0.003
0.0044,0.0046,0.0046
0.0038,0.004,0.0041
0.0064,0.0071,0.0069
0.0062,0.0066,0.0066
0.0087,0.0086,0.0088
0.0035,0.0043,0.004
0.0053,0.0058,0.0056
0.0038,0.0039,0.004
0.01,0.0099,0.01
0.0056,0.0047,0.0059
0.0041,0.0038,0.0042
0.005,0.0051,0.0052
0.0053,0.0048,0.0055
0.0101,0.0101,0.0102
0.0072,0.0087,0.0081
0.0051,0.0061,0.0058
0.0047,0.0058,0.0055
0.008,0.0084,0.0083
0.0061,0.0067,0.0066
0.0073,0.0072,0.0074
0.0087,0.0096,0.0097
0.0079,0.0073,0.0078
0.0085,0.007,0.0087
0.0088,0.0041,0.009
0.007,0.0038,0.0068
0.0068,0.0053,0.0074
0.0065,0.005,0.0063
0.0059,0.0078,0.0075
0.0035,0.0065,0.0056
0.0048,0.0075,0.0065
0.0045,0.0054,0.0053
0.0096,0.0114,0.0117
0.0098,0.0107,0.011
0.0056,0.0059,0.0058
0.0092,0.0083,0.0088
0.008,0.0087,0.0085
0.0059,0.0067,0.0065
0.0056,0.0054,0.0057
0.0059,0.0059,0.0059
0.0055,0.0044,0.0053
0.006,0.0063,0.0064
0.0055,0.0058,0.0058
0.0053,0.0065,0.0061
0.0074,0.0082,0.0081
0.0045,0.0053,0.0051
0.0056,0.0067,0.0065
0.0047,0.0058,0.0055
0.0084,0.0072,0.0085
0.0045,0.0057,0.0053
0.0068,0.0061,0.0068
0.0081,0.0076,0.0081
0.006,0.0071,0.0069
0.0062,0.0059,0.0065
0.0088,0.0086,0.0089
0.005,0.0047,0.005
0.0065,0.0073,0.007
0.0079,0.0077,0.0078
0.0149,0.014,0.0145
0.0072,0.0069,0.0076
0.005,0.0061,0.0061
0.0038,0.0044,0.0044
0.0041,0.0033,0.0042
0.0087,0.0103,0.0098
0.0061,0.0042,0.0057
0.0059,0.0069,0.0074
0.0066,0.0067,0.007
0.0048,0.0046,0.0061
0.0067,0.0068,0.0077
0.0066,0.0078,0.0079
0.0116,0.012,0.0118
0.0087,0.0087,0.0089
0.008,0.0086,0.0083
0.0101,0.0108,0.0106
0.0056,0.006,0.0059
0.0095,0.0087,0.0095
0.0064,0.0067,0.0068
0.0093,0.0094,0.0097
0.0025,0.0033,0.0029
0.0067,0.0065,0.0068
0.0073,0.0083,0.008
0.0082,0.0078,0.0081
0.0054,0.0064,0.0063
0.0097,0.0103,0.0102
0.0129,0.0151,0.0142
0.0108,0.0116,0.0112
0.0076,0.0076,0.0076
0.0049,0.0048,0.0052
0.0069,0.0074,0.0077
0.006,0.0058,0.0067
0.011,0.0116,0.0121
0.0056,0.0062,0.0066
0.011,0.0084,0.0132
0.0079,0.0077,0.0096
0.008,0.0073,0.0087
0.0102,0.0101,0.0104
0.0133,0.0126,0.0132
0.0056,0.0075,0.0073
0.0064,0.0063,0.0068
0.0066,0.009,0.0083
0.0114,0.0115,0.0121
0.0071,0.0063,0.0074
0.0065,0.0084,0.0086
0.0068,0.0062,0.0067
0.0069,0.0062,0.0079
0.0053,0.0053,0.0057
0.0072,0.0068,0.0079
0.0062,0.0068,0.0068
0.0098,0.0084,0.01
0.0037,0.0047,0.0046
0.004,0.0044,0.0044
0.0048,0.0053,0.0053
0.0055,0.0041,0.0052
0.0062,0.0069,0.0069
0.003,0.0037,0.0036
0.0051,0.0053,0.0054
0.0048,0.0041,0.0047
0.0067,0.0071,0.0074
0.0037,0.0037,0.0042
0.0046,0.0037,0.0044
0.0051,0.0053,0.0056
0.0039,0.0042,0.0043
0.0049,0.0054,0.0055
0.0071,0.0092,0.0091
0.0067,0.0069,0.0075
0.0035,0.0028,0.0056
0.0062,0.0048,0.0086
0.0038,0.0041,0.0053
0.0034,0.0063,0.0069
0.0068,0.0081,0.0093
0.0085,0.0074,0.0086
0.0055,0.004,0.0054
0.0044,0.0038,0.0046
0.0049,0.004,0.0049
0.0086,0.0099,0.0102
0.0062,0.0078,0.0081
0.0087,0.0081,0.0086
0.0048,0.0052,0.0052
0.0098,0.0105,0.0103
0.0055,0.0048,0.0053
0.0063,0.0063,0.0066
0.009,0.0087,0.0095
0.0042,0.0055,0.005
0.0036,0.0042,0.0041
0.0073,0.0121,0.0109
0.006,0.0072,0.0071
0.0065,0.0058,0.0067
0.0067,0.0064,0.0072
0.0039,0.0058,0.0061
0.0121,0.0143,0.0143
0.0057,0.0068,0.0073
0.0064,0.006,0.0067
0.013,0.0106,0.013
0.0081,0.0059,0.0078
0.0088,0.0084,0.0087
0.0072,0.0063,0.0069
0.0075,0.01,0.0104
0.0071,0.0076,0.0087
0.0105,0.009,0.0143
0.0091,0.0066,0.0098
0.0051,0.0061,0.0069
0.0061,0.0068,0.0088
0.0041,0.0034,0.0045
0.006,0.0049,0.0063
0.0051,0.0045,0.0053
0.0098,0.0078,0.0104
0.0051,0.005,0.0055
0.0063,0.0058,0.0075
0.0087,0.0088,0.0092
0.0083,0.0077,0.0083
0.0061,0.0065,0.0064
0.0042,0.0051,0.0047
0.0076,0.0071,0.0077
0.0051,0.0055,0.0056
0.0063,0.006,0.0064
0.0055,0.0062,0.0063
0.0044,0.0046,0.0046
0.0069,0.0079,0.0079
0.0044,0.0057,0.0054
0.0043,0.0058,0.0053
0.0061,0.0075,0.0071
0.0067,0.009,0.0085
0.0071,0.0078,0.0083
0.0087,0.0108,0.0108
0.0078,0.0082,0.0085
0.0092,0.0088,0.0092
0.0069,0.0066,0.007
0.0053,0.0052,0.0054
0.0051,0.0045,0.0049
0.0094,0.0084,0.009
0.005,0.0065,0.0062
0.0071,0.0059,0.0091
0.009,0.0075,0.0094
0.0031,0.0028,0.0031
0.004,0.004,0.0042
0.0037,0.0042,0.0041
0.0048,0.0044,0.0047
0.007,0.0061,0.0072
0.0084,0.0079,0.0084
0.0092,0.0112,0.0105
0.0064,0.0062,0.0066
0.0097,0.0087,0.0095
0.0112,0.0122,0.0119
0.0089,0.0101,0.0097
0.0062,0.0064,0.0065
0.0057,0.0068,0.0065
0.007,0.0074,0.0076
0.0048,0.0045,0.0049
0.0055,0.0039,0.0049
0.0042,0.0042,0.0043
0.003,0.005,0.0042
0.003,0.0033,0.0033
0.0051,0.005,0.0051
0.0061,0.0049,0.0061
0.0095,0.009,0.0096
0.0138,0.0148,0.0154
0.0076,0.007,0.0081
0.0048,0.0052,0.0055
0.0085,0.009,0.0109
0.01,0.0098,0.01
0.0062,0.007,0.0068
0.0062,0.0068,0.0072
0.0097,0.0092,0.0098
0.0052,0.0053,0.0054
0.0055,0.0047,0.0055
0.0053,0.0037,0.0049
0.0033,0.0027,0.0031
0.0101,0.0108,0.0116
0.0064,0.0073,0.0072
0.0055,0.0074,0.0069
0.0081,0.0077,0.0084
0.0129,0.0148,0.0156
0.0077,0.0088,0.0089
0.0084,0.0084,0.0088
0.0125,0.0108,0.0122
0.0066,0.008,0.0085
0.008,0.0084,0.0089
0.0076,0.0083,0.0083
0.0093,0.0092,0.0093
0.0088,0.01,0.0095
0.009,0.0083,0.0088
0.0132,0.0125,0.0131
0.0127,0.0115,0.0122
0.0183,0.0162,0.0175
0.0209,0.0167,0.0189
0.0133,0.0109,0.0122
0.004,0.0039,0.0041
0.0057,0.0062,0.0062
0.0093,0.0115,0.0112
0.0094,0.0085,0.0092
0.0074,0.0083,0.0083
0.0042,0.0049,0.0046
0.005,0.0051,0.0052
0.0064,0.006,0.0067
0.0083,0.0089,0.0091
0.0072,0.0077,0.0075
0.0049,0.0056,0.0053
0.0078,0.0075,0.0078
0.0046,0.005,0.0051
0.0073,0.0081,0.0082
0.0063,0.0058,0.0063
0.0043,0.0041,0.0044
0.0027,0.0031,0.0031
0.0058,0.0063,0.0063
0.0064,0.0053,0.0063
0.0072,0.0077,0.008
0.0068,0.0075,0.0075
0.0056,0.0068,0.0067
0.0062,0.0064,0.0071
0.0065,0.006,0.0068
0.0047,0.0048,0.0051
0.0045,0.0043,0.0048
0.0047,0.0039,0.0047
0.006,0.0066,0.0065
0.0134,0.0112,0.0129
0.0027,0.0034,0.0032
0.0091,0.0079,0.0091
0.0137,0.0125,0.0138
0.0079,0.0079,0.0086
0.0104,0.0116,0.0114
0.0103,0.0097,0.0103
0.0059,0.0059,0.0062
0.0054,0.0065,0.0063
0.0059,0.0068,0.0067
0.0083,0.0098,0.0095
0.01,0.0106,0.0106
0.0057,0.0057,0.006
0.0307,0.0307,0.0308
0.0135,0.0139,0.0139
0.0055,0.0064,0.0063
0.0053,0.0054,0.0056
0.0054,0.0054,0.0056
0.0054,0.0061,0.0059
0.0058,0.0062,0.0063
0.0041,0.0047,0.0047
0.0016,0.0031,0.0025
0.0048,0.0055,0.0055
0.0061,0.0067,0.0064
0.0067,0.0059,0.0065
0.0044,0.0052,0.005
0.0061,0.0064,0.0065
0.0064,0.0062,0.0067
0.0056,0.0053,0.0058
0.0056,0.0066,0.0065
0.0083,0.0102,0.01
0.0093,0.0092,0.0114
0.0093,0.014,0.0132
0.0099,0.0114,0.0114
0.0099,0.0123,0.012
0.0068,0.0082,0.0082
0.0093,0.0087,0.0096
0.0109,0.0124,0.0127
0.006,0.0054,0.0063
0.0054,0.0067,0.0064
0.005,0.0071,0.0066
0.0043,0.0062,0.0056
0.0036,0.0044,0.0045
0.0049,0.0045,0.0052
0.0024,0.0046,0.0042
0.0028,0.004,0.0043
0.0077,0.0089,0.0095
0.0033,0.006,0.0055
0.0051,0.0072,0.0073
0.0057,0.0062,0.0069
0.006,0.0074,0.008
0.0068,0.0097,0.0097
0.0132,0.0155,0.0151
0.0059,0.0101,0.0098
0.003,0.0061,0.0057
0.0064,0.0098,0.0087
0.0069,0.0075,0.0074
0.0083,0.008,0.0081
0.0059,0.0056,0.0062
0.0069,0.008,0.0081
0.0059,0.0078,0.0073
0.0033,0.0043,0.0039
0.0031,0.0035,0.0034
0.0037,0.004,0.004
0.0037,0.0042,0.0042
0.0037,0.0038,0.0042
0.0029,0.0036,0.0037
0.0059,0.0067,0.0079
0.0057,0.0062,0.0062
0.0051,0.0059,0.0057
0.0055,0.0062,0.0062
0.0033,0.0032,0.0033
0.0053,0.0057,0.0057
0.0032,0.0055,0.005
0.0054,0.0055,0.0057
0.0065,0.0073,0.0072
0.0048,0.005,0.0051
0.0069,0.008,0.0079
0.0084,0.0074,0.0081
0.0054,0.0049,0.0053
0.0067,0.0071,0.0074
0.0062,0.0063,0.0065
0.007,0.0086,0.0083
0.0047,0.0049,0.0049
0.0057,0.0061,0.0061
0.0087,0.0097,0.0096
0.0048,0.0046,0.005
0.0062,0.007,0.0066
0.007,0.0071,0.0072
0.0059,0.0064,0.0065
0.0064,0.006,0.0064
0.0034,0.0051,0.0048
0.0045,0.0042,0.0044
0.0064,0.0052,0.0063
0.009,0.0091,0.0096
0.0088,0.0068,0.0081
0.0086,0.0075,0.0085
0.0078,0.0076,0.0086
0.0091,0.0101,0.0099
0.005,0.0063,0.0057
0.0108,0.0097,0.0104
0.0075,0.0095,0.0087
0.0141,0.0138,0.014
0.011,0.0119,0.0118
0.0267,0.0277,0.0276
0.018,0.018,0.0184
0.032,0.0304,0.0313
0.0054,0.0061,0.006
0.0062,0.0061,0.007
0.007,0.0068,0.0073
0.0063,0.0058,0.0063
0.0076,0.0093,0.0089
0.0063,0.0078,0.0074
0.0103,0.0105,0.011
0.0046,0.0049,0.0055
0.0057,0.0062,0.007
0.0068,0.0073,0.0082
0.0075,0.0072,0.0077
0.0051,0.0039,0.0046
0.0081,0.0065,0.0076
0.0072,0.0077,0.008
0.0053,0.004,0.005
0.0055,0.0044,0.0074
0.0045,0.004,0.0045
0.0045,0.0052,0.0052
0.0073,0.0056,0.0067
0.0101,0.0103,0.0105
0.0102,0.011,0.0108
0.0073,0.0088,0.0084
0.0073,0.0075,0.0083
0.0074,0.0069,0.0075
0.0066,0.0059,0.0065
0.0099,0.011,0.0109
0.0093,0.0088,0.0095
0.006,0.0057,0.0061
0.007,0.0072,0.0074
0.0081,0.0095,0.0091
0.0072,0.0093,0.0085
0.0061,0.0063,0.0064
0.0057,0.0048,0.0058
0.0066,0.0074,0.0075
0.0068,0.0085,0.0088
0.004,0.0072,0.0068
0.0077,0.0077,0.0082
0.0039,0.0038,0.0047
0.0064,0.0057,0.0069
0.0055,0.0045,0.0052
0.0042,0.0038,0.0042
0.0045,0.0052,0.0052
0.0044,0.0064,0.0058
0.0095,0.0075,0.009
0.0055,0.0063,0.0062
0.0055,0.0073,0.0068
0.0052,0.0063,0.0058
0.0059,0.0056,0.0059
0.0035,0.0052,0.0047
0.0042,0.0058,0.0055
0.0034,0.0032,0.0033
0.0024,0.0028,0.0029
0.0033,0.0031,0.0033
0.0036,0.0042,0.0043
0.0039,0.0061,0.0055
0.0068,0.0064,0.0067
0.0033,0.0033,0.0033
0.0037,0.0034,0.0037
0.0054,0.0041,0.0048
0.0042,0.0037,0.0041
0.0046,0.0038,0.0043
0.0042,0.004,0.0042
0.0035,0.0032,0.0035
0.0064,0.0062,0.0064
0.0035,0.0039,0.0041
0.0049,0.005,0.0052
0.0076,0.0066,0.0073
0.0062,0.0055,0.0061
0.0088,0.0099,0.0098
0.0073,0.0073,0.0076
0.0053,0.0061,0.0058
0.0038,0.0046,0.0044
0.0067,0.0066,0.0069
0.0065,0.006,0.0071
0.0069,0.0075,0.0085
0.0074,0.0064,0.0072
0.009,0.0089,0.0094
0.0058,0.0068,0.0069
0.0058,0.0052,0.0064
0.0076,0.0066,0.0077
0.0098,0.0095,0.0098
0.0091,0.0094,0.0094
0.004,0.0051,0.0049
0.0054,0.0068,0.0064
0.0055,0.0063,0.0061
0.004,0.004,0.0043
0.0043,0.0062,0.0059
0.0064,0.0077,0.008
0.0081,0.0073,0.0081
0.0045,0.0054,0.0052
0.0057,0.0076,0.0069
0.0092,0.0091,0.0095
0.0067,0.0051,0.0062
0.0068,0.0134,0.0112
0.0038,0.0043,0.0043
0.0042,0.005,0.0047
0.0042,0.0054,0.0052
0.0034,0.0031,0.0033
0.0059,0.0063,0.0065
0.0059,0.0066,0.0064
0.0067,0.0072,0.0073
0.0044,0.0043,0.0046
0.0046,0.0043,0.0046
0.0082,0.0073,0.0087
0.0116,0.0103,0.0112
0.0054,0.0069,0.0065
0.0062,0.0065,0.0065
0.0064,0.0069,0.0069
0.0065,0.0045,0.0058
0.0065,0.0062,0.0066
0.0059,0.0053,0.0058
0.0044,0.0046,0.0047
0.0058,0.0053,0.0057
0.0065,0.0065,0.0069
0.0039,0.0042,0.0044
0.0032,0.0036,0.0043
0.0053,0.0056,0.0056
0.0068,0.0087,0.0087
0.0055,0.0045,0.0054
0.0057,0.007,0.007
0.0062,0.0063,0.0065
0.0054,0.0062,0.006
0.0037,0.0042,0.0042
0.0038,0.0037,0.0041
0.0061,0.0065,0.0066
